isogroup15436	GO:0033185;GO:0005789;GO:0030176;GO:0030234;GO:0019348;GO:0006506;GO:0035269
isogroup03326	GO:0005737;GO:0005634;GO:0046872;GO:0004518
isogroup19618	GO:0005829;GO:0016021;GO:0043231;GO:0016020;GO:0005743;GO:0005782;GO:0005778;GO:0005777;GO:0005524;GO:0016887;GO:0042626;GO:0005324;GO:0042803;GO:0006635;GO:0006633;GO:0015910;GO:0007031;GO:0042493;GO:0014070;GO:0055085;GO:0042760
isogroup31574	GO:0016021;GO:0005741;GO:0071949;GO:0050660;GO:0004502;GO:0016174;GO:0070189;GO:0009435;GO:0019674;GO:0019805;GO:0044550;GO:0006569
isogroup00782	GO:0005694;GO:0005730;GO:0003677;GO:0006281;GO:0006260;GO:0006355;GO:0006351
isogroup01521	GO:0046658;GO:0016324;GO:0005615;GO:0004181;GO:0008270
isogroup36452	GO:0005930;GO:0097546;GO:0005737;GO:0005654;GO:0005634;GO:0003341;GO:0007368;GO:0007507;GO:0036158;GO:0003356;GO:0021591
isogroup14005	GO:0043194;GO:0016323;GO:0009986;GO:0043034;GO:0005829;GO:0030425;GO:0005783;GO:0005794;GO:0014704;GO:0016328;GO:0005764;GO:0031594;GO:0043005;GO:0033268;GO:0005886;GO:0045211;GO:0042383;GO:0016529;GO:0014731;GO:0030315;GO:0030018;GO:0045296;GO:0008093;GO:0008092;GO:0044325;GO:0030674;GO:0030507;GO:0005200;GO:0007409;GO:0071286;GO:0007016;GO:0006888;GO:0045184;GO:0043001;GO:0010960;GO:0072660;GO:0071709;GO:0000281;GO:1902260;GO:0007528;GO:0019228;GO:0007009;GO:2001259;GO:0010650;GO:0010628;GO:0034112;GO:1900827;GO:0045838;GO:0090314;GO:2000651;GO:0010765;GO:0072659;GO:0072661;GO:0043266;GO:0007165
isogroup22692	GO:0000139;GO:0016021;GO:0047756;GO:0001537;GO:0016051;GO:0030206
isogroup08792	GO:0016021
isogroup27442	GO:0005737;GO:0005634;GO:0003677;GO:0003723;GO:0008270;GO:0007275
isogroup35001	GO:0070937;GO:0005794;GO:0005743;GO:0005886;GO:0003677;GO:0044822;GO:0070966;GO:0006355
isogroup21187	GO:0005576;GO:0007160;GO:0030198
isogroup22857	GO:0005737;GO:0012505;GO:0070062;GO:0005622;GO:0005739;GO:0005096;GO:0017137;GO:0090630;GO:0006886;GO:0043087;GO:0031338
isogroup04425	GO:0005737;GO:0005634;GO:0046872;GO:0043565;GO:0001223;GO:0008134;GO:0007050;GO:0008285;GO:0045944;GO:0006351
isogroup15762	GO:0005737;GO:0004364
isogroup12758	GO:0016491
isogroup19567	GO:0005634;GO:0003677;GO:0004519;GO:0032502;GO:0015074;GO:0006313
isogroup22671	GO:0005634;GO:0006397;GO:0008380
isogroup02477	GO:0005737;GO:0000166;GO:0036131;GO:0047017;GO:0001516
isogroup37308	GO:0005813;GO:0005737;GO:0016020;GO:0000790;GO:0005654;GO:0005634;GO:0016581;GO:0043234;GO:0032993;GO:0005524;GO:0004003;GO:0003677;GO:0004407;GO:0042826;GO:0001103;GO:0008270;GO:0043044;GO:0000122;GO:1901796;GO:0006357;GO:0051225;GO:0072553;GO:0006351
isogroup13637	GO:0009331;GO:0004367;GO:0051287;GO:0005975;GO:0046168;GO:0006650
isogroup16455	
isogroup16482	GO:0005737;GO:0005874;GO:0005525;GO:0003924;GO:0005200;GO:0007017
isogroup08101	GO:0005913;GO:0005737;GO:0016020;GO:0005654;GO:0031931;GO:0098641;GO:0008190;GO:0003730;GO:0048027;GO:0044822;GO:0000339;GO:0008494;GO:0031369;GO:0008283;GO:0016239;GO:0045070;GO:0031929;GO:0006413
isogroup22200	GO:0004190;GO:0004519;GO:0003964
isogroup13560	GO:0003755;GO:0006457
isogroup17875	GO:0005737;GO:0005783;GO:0005634;GO:0016790;GO:0071567;GO:0006508
isogroup08890	GO:0005576
isogroup00813	GO:0005634;GO:0003684;GO:0019899;GO:0006284;GO:0006281;GO:0021766;GO:0042493;GO:0001666;GO:0010033;GO:0000012
isogroup25157	GO:0005737;GO:0005829;GO:0034448;GO:1990131;GO:0043231;GO:0005764;GO:0005634;GO:0019003;GO:0005525;GO:0003924;GO:0000287;GO:0046982;GO:0006915;GO:0007050;GO:0016049;GO:0034613;GO:0034198;GO:0071230;GO:0016236;GO:0032008;GO:0010506;GO:0032006;GO:1903432;GO:0043200;GO:0008380;GO:0007264;GO:0006351
isogroup00691	GO:0005930;GO:0097014;GO:0005737;GO:0030286;GO:0005874;GO:0031514;GO:0003774;GO:0007017;GO:0044458
isogroup06423	GO:0016787
isogroup18316	GO:0005739;GO:0005654;GO:0005524;GO:0004798;GO:0006233
isogroup16087	GO:0003676;GO:0008270;GO:0015074
isogroup27789	GO:0005783;GO:0005576;GO:0016020;GO:0043843;GO:0046872;GO:0006096
isogroup04190	GO:0005737;GO:0005730;GO:0005634;GO:0043565;GO:0003700;GO:0048667;GO:0021953;GO:0060539;GO:0021904;GO:0031018;GO:0008045;GO:0021675;GO:0030182;GO:0001764;GO:0048812;GO:0031016;GO:0009791;GO:0006357;GO:0060541;GO:0021520;GO:0006351
isogroup00176	GO:0005737;GO:0003755;GO:0006457
isogroup32593	GO:0030132;GO:0030130;GO:0071439;GO:0030136;GO:0005829;GO:0070062;GO:0031012;GO:1903561;GO:0005925;GO:0043231;GO:0042470;GO:0016020;GO:0030117;GO:0005739;GO:1990498;GO:0031523;GO:0043209;GO:0043234;GO:0005819;GO:0032051;GO:0003725;GO:0044822;GO:0019901;GO:0005198;GO:0006914;GO:0051301;GO:0006886;GO:0007067;GO:0090307;GO:1900126;GO:1903077;GO:0001649;GO:0031623;GO:0006898;GO:0060236;GO:0042147;GO:0033572
isogroup16667	GO:0042645;GO:0043139;GO:0005524;GO:0003697;GO:0006264
isogroup36605	GO:0005524;GO:0016301;GO:0016773;GO:0097056
isogroup05131	GO:0005768;GO:0005634;GO:0008565;GO:0006886
isogroup33905	GO:0000015;GO:0000287;GO:0004634;GO:0006096
isogroup23565	GO:0005789;GO:0016021;GO:0005319;GO:0008643;GO:0034203
isogroup26546	GO:0005789;GO:0005794;GO:0016021;GO:0005886;GO:0005524;GO:0000287;GO:0004012;GO:0007030;GO:0034220
isogroup26366	GO:0005829;GO:0005654;GO:0003873;GO:0005524;GO:0004331;GO:0007420;GO:0061621;GO:0006003;GO:0006000
isogroup02184	GO:0005604;GO:0005737;GO:0005576;GO:0033564;GO:0006915;GO:0007411;GO:0032488;GO:0040023;GO:0042472;GO:0060603;GO:0030517;GO:0001764;GO:0045773;GO:2000147;GO:0008284;GO:0007265;GO:0030334;GO:0016337;GO:0006930
isogroup26941	
isogroup12796	GO:0044297;GO:0005813;GO:0005832;GO:0005929;GO:0005737;GO:0070062;GO:0042470;GO:0005874;GO:0005654;GO:0002199;GO:0005524;GO:0044822;GO:0044183;GO:0051082;GO:0006458;GO:0007339;GO:0061077;GO:1904851;GO:1904871;GO:0051973;GO:1904874;GO:0032212;GO:0050821;GO:0090666;GO:1901998
isogroup20270	GO:0005813;GO:0005737;GO:0005829;GO:0005768;GO:0010008;GO:0070062;GO:0090543;GO:0031902;GO:0005634;GO:0000922;GO:0005524;GO:0016887;GO:0042623;GO:0042802;GO:0008022;GO:0042803;GO:0006914;GO:0000920;GO:0030301;GO:0016197;GO:0032510;GO:1904903;GO:0061738;GO:0007080;GO:0036258;GO:0060548;GO:1903542;GO:0006997;GO:1903724;GO:1903543;GO:0010971;GO:1903902;GO:0048524;GO:1902188;GO:0006813;GO:0051261;GO:0015031;GO:0010824;GO:1901673;GO:0050792;GO:0033993;GO:0043162;GO:0090611;GO:0007033;GO:0039702;GO:0019058;GO:0019076
isogroup04203	GO:0030054;GO:0005576;GO:0045211;GO:0045202;GO:0042803;GO:0021707;GO:0007157;GO:0051965;GO:0009306
isogroup29559	GO:0005618;GO:0005576
isogroup38790	GO:0005789;GO:0016021;GO:0016746;GO:0006506;GO:0072659
isogroup05336	GO:0005737;GO:0003755;GO:0006457
isogroup10941	GO:0005829;GO:0050660;GO:0004489;GO:0072341;GO:0032403;GO:0070829;GO:0050667;GO:0009086;GO:0006555;GO:0006730;GO:0031060;GO:0035999
isogroup12909	GO:0000139;GO:0016021;GO:0047273;GO:0008378;GO:0006486
isogroup17289	GO:0035869;GO:0005737;GO:0005856;GO:0036038;GO:0035082;GO:0043010;GO:0060271;GO:0007368;GO:1990403;GO:0007507;GO:0044458;GO:0001843;GO:1905515;GO:1904491;GO:0007224
isogroup31196	GO:0003964
isogroup30623	
isogroup11004	GO:0005576;GO:0005509;GO:0004222;GO:0008270;GO:0030154;GO:0007275
isogroup03216	GO:0008408;GO:0003677;GO:0003887;GO:0004519;GO:0000166;GO:0006260;GO:0016539;GO:0006314
isogroup03571	GO:0016021;GO:0005743;GO:0005739;GO:0055085
isogroup06175	GO:0008239;GO:0004185;GO:0045087;GO:0006508
isogroup11613	GO:0031901;GO:0010008;GO:0005794;GO:0016021;GO:0043231;GO:0031902;GO:0005765;GO:0032588;GO:0006874;GO:0032472;GO:0006487;GO:0035751
isogroup06253	GO:0046872;GO:0003950;GO:0097110;GO:0022416;GO:0006471;GO:0090364;GO:0035220
isogroup07218	GO:0005737;GO:0005768;GO:0031965;GO:0005634;GO:0005886;GO:0005524;GO:0004143;GO:0046872;GO:0035556;GO:0030168;GO:0007205;GO:0051259
isogroup12060	GO:0000795;GO:0005524;GO:0030983;GO:0051026;GO:0006298
isogroup05385	GO:0005739;GO:0005840;GO:0003735;GO:0006412
isogroup11562	GO:0000932;GO:0005730;GO:0005654;GO:0005634;GO:0043204;GO:0031298;GO:0003682;GO:0001046;GO:0003677;GO:0003917;GO:0044822;GO:0006338;GO:0007059;GO:0032922;GO:0007623;GO:0006260;GO:0006265;GO:0040016;GO:0016310;GO:0012501;GO:0016925;GO:0042493;GO:0016032
isogroup18059	GO:0005737;GO:0016491
isogroup28871	GO:0009986;GO:0005789;GO:0005793;GO:0033116;GO:0030134;GO:0070062;GO:0005615;GO:0005794;GO:0000139;GO:0005887;GO:0030246;GO:0001948;GO:0031072;GO:0005537;GO:0046872;GO:0007029;GO:0006888;GO:0007030;GO:0050766;GO:0015031;GO:0006890
isogroup04340	GO:0005776;GO:0030136;GO:0005829;GO:0005789;GO:0005768;GO:0012507;GO:0005794;GO:0000139;GO:0016021;GO:0031902;GO:0044306;GO:0043025;GO:0048471;GO:0031201;GO:0008021;GO:0032588;GO:0005484;GO:0000149;GO:0006914;GO:0006888;GO:0090161;GO:0006896;GO:0006891;GO:0006623;GO:0042147;GO:0048280;GO:0050882
isogroup39827	GO:0030127;GO:0005737;GO:0005829;GO:0005783;GO:0070971;GO:0005789;GO:0030134;GO:0012507;GO:0000139;GO:0043231;GO:0048471;GO:0030120;GO:0048306;GO:0019886;GO:0002474;GO:0048208;GO:0006888;GO:0036498;GO:0015031;GO:0051592
isogroup16948	GO:0005913;GO:0005737;GO:0005829;GO:0005886;GO:0098641;GO:0005525;GO:0003924;GO:0044822;GO:0008135;GO:0003743;GO:0090630;GO:0001731;GO:0006446;GO:0006413
isogroup36468	GO:0009986;GO:0005911;GO:0005737;GO:0005887;GO:0043005;GO:0005634;GO:0005886;GO:0014069;GO:0005035;GO:0048406;GO:0017137;GO:0005031;GO:0031625;GO:0006919;GO:0006915;GO:0007411;GO:0007417;GO:0032922;GO:0007623;GO:0016048;GO:0042593;GO:0031069;GO:0006955;GO:0006954;GO:0006886;GO:1903588;GO:0040037;GO:0051799;GO:0010977;GO:0021675;GO:0043065;GO:2001235;GO:0048146;GO:0043410;GO:0042488;GO:1902895;GO:1900182;GO:0010468;GO:2001273;GO:0032496;GO:0043588
isogroup06569	GO:0005783;GO:0005789;GO:0030176;GO:0102336;GO:0102337;GO:0102338;GO:0009922;GO:0019367;GO:0035338;GO:0042761
isogroup06321	GO:0005737;GO:0016020;GO:0005634;GO:0003950;GO:0000166;GO:0006355;GO:0006351
isogroup08351	GO:0005634;GO:0030154;GO:0006355;GO:0007283;GO:0006351
isogroup10502	GO:0005829;GO:0005634;GO:0017183
isogroup32088	GO:0015629;GO:0005884;GO:0032432;GO:0005737;GO:0005829;GO:0070062;GO:0005615;GO:0030175;GO:0005925;GO:0001891;GO:0005886;GO:0002102;GO:0001726;GO:0032587;GO:0003779;GO:0051015;GO:0005509;GO:0051020;GO:0051764;GO:0051017;GO:0051639;GO:0031100;GO:0016477;GO:0022617;GO:0071803;GO:0010737;GO:0033157;GO:0002286
isogroup12316	GO:0005737;GO:0005856;GO:0016021;GO:0005634;GO:0004842;GO:0008270;GO:0042787
isogroup23255	GO:0005737;GO:0005634;GO:0048471;GO:0003682;GO:0006974;GO:0051297;GO:0006260;GO:0051726;GO:0009411;GO:0019985
isogroup02043	GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
isogroup02343	GO:0005737;GO:0003730;GO:0000166;GO:0045727
isogroup06063	GO:0005789;GO:0016021;GO:0000248;GO:0005506;GO:0050046;GO:0033489;GO:0033490;GO:0006633;GO:0006629
isogroup28140	GO:0022625;GO:0003723;GO:0003735;GO:0000470;GO:0006412
isogroup21330	GO:0005794;GO:0032301;GO:0000790;GO:0000228;GO:0005654;GO:0005886;GO:0043531;GO:0005524;GO:0016887;GO:0003682;GO:0003684;GO:0000400;GO:0032137;GO:0000287;GO:0032357;GO:0032138;GO:0032142;GO:0032143;GO:0008340;GO:0008630;GO:0045190;GO:0043570;GO:0000710;GO:0007095;GO:0032876;GO:0045910;GO:0030890;GO:0051096;GO:0045830;GO:0007131;GO:0009411;GO:0016446
isogroup09493	GO:0042995
isogroup01370	GO:0005737;GO:0005634;GO:0042826;GO:0046872;GO:0008168;GO:1990841;GO:0000978;GO:0043565;GO:0001078;GO:0002250;GO:0035904;GO:0048844;GO:0003279;GO:0045165;GO:0060976;GO:0001892;GO:0042462;GO:0007281;GO:0003170;GO:0001701;GO:0045087;GO:0060576;GO:0001893;GO:0001763;GO:0030889;GO:0010629;GO:0031665;GO:0000122;GO:0045579;GO:0010628;GO:0009791;GO:0042127;GO:0033082;GO:0032823;GO:0051136;GO:1990654;GO:0006351;GO:0060707;GO:0003281
isogroup05620	GO:0016021;GO:0015114;GO:0015293;GO:0006814
isogroup28645	GO:0005769;GO:0005794;GO:0016021;GO:0007155;GO:0006909;GO:0070863;GO:2000010;GO:0051453;GO:0001666;GO:0070072
isogroup18904	GO:0005730;GO:0044822
isogroup27584	GO:0005737;GO:0034038;GO:0042802;GO:0042593;GO:0008612;GO:0042102;GO:0051289;GO:0046203
isogroup00700	GO:0071339;GO:0071011;GO:0097526;GO:0005687;GO:0046540;GO:0005690;GO:0003723;GO:0000398;GO:0060041;GO:0000244
isogroup00300	GO:0005737;GO:0048471;GO:0005524;GO:0004709;GO:0046872;GO:0000186;GO:0060718;GO:0035556;GO:0019100;GO:0001890;GO:0043507;GO:1900745;GO:0051973;GO:1904355;GO:0032212;GO:0010468;GO:0010225
isogroup37160	GO:0005789;GO:0016021;GO:0016020;GO:0016740;GO:0006659;GO:0008654
isogroup00715	GO:0005622;GO:0005524;GO:0004709;GO:0007292;GO:0007147;GO:0045930
isogroup34996	
isogroup26052	GO:0005737;GO:0032839;GO:0044294;GO:0005654;GO:0005634;GO:0032587;GO:0005524;GO:0016301;GO:0004672;GO:0004674;GO:0001764;GO:0045773;GO:0050775;GO:0043547;GO:0046777;GO:0050773
isogroup23752	GO:0015629;GO:0030424;GO:0009925;GO:0005604;GO:0005938;GO:0031252;GO:0005737;GO:0031410;GO:0005829;GO:0005789;GO:0070062;GO:0005925;GO:0031673;GO:0030056;GO:0016021;GO:0005882;GO:0045111;GO:0015630;GO:0035371;GO:0005635;GO:0005634;GO:0030018;GO:0005509;GO:0005178;GO:0051010;GO:0008022;GO:0042803;GO:0007155;GO:0048870;GO:0007010;GO:0031581;GO:0007229;GO:0045104;GO:0030011;GO:0000226;GO:0009611
isogroup06624	GO:0047631;GO:0047734;GO:0046872
isogroup02930	GO:0005739;GO:0004021;GO:0030170;GO:0006103;GO:0009058;GO:0042853;GO:0042851
isogroup22979	GO:0005737;GO:0016607;GO:0005634;GO:0070888;GO:0003700;GO:0030154;GO:0001704;GO:0051450;GO:0001937;GO:0045892;GO:0007399;GO:0045603;GO:0010595;GO:0045893;GO:0060395;GO:0006351;GO:0035148
isogroup12762	GO:0005576;GO:0005509;GO:0004222;GO:0008270;GO:0030154;GO:0007275;GO:0048632
isogroup19556	GO:0005737;GO:0005730;GO:0005634;GO:0000166;GO:0044822;GO:0006260;GO:0030307;GO:0006364
isogroup02140	GO:0005737;GO:0005654;GO:0000166;GO:0003755;GO:0044822;GO:0006457
isogroup11784	GO:0030424;GO:0009925;GO:0009898;GO:0005829;GO:0005769;GO:0005883;GO:0055037;GO:0035612;GO:0001540;GO:0035615;GO:0030276;GO:0050750;GO:0005546;GO:0001784;GO:0030159;GO:0035591;GO:0042982;GO:0042632;GO:0008203;GO:0034383;GO:0090205;GO:0048260;GO:1905602;GO:0031623;GO:0006898;GO:0090118;GO:0090003;GO:0043393;GO:0006810
isogroup18452	GO:0048046;GO:0005507;GO:0052716;GO:0016722;GO:0046274
isogroup07437	GO:0005912;GO:0009925;GO:0031430;GO:0005654;GO:0005634;GO:0055120;GO:0017022;GO:0008270;GO:0045216;GO:0007517;GO:0050954
isogroup01972	GO:0005737;GO:0005635;GO:0005634;GO:0005525;GO:0003924;GO:0003407;GO:0006606;GO:0060041;GO:0000054;GO:0007264
isogroup34811	GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0070062;GO:0005576;GO:0005509;GO:0007049;GO:0051301
isogroup03606	GO:0005737;GO:0004190;GO:0003677;GO:0003887;GO:0004519;GO:0046872;GO:0003723;GO:0003964;GO:0015074;GO:0006310
isogroup07741	GO:0005929;GO:0005737;GO:0030286;GO:0005874;GO:0003774
isogroup09339	
isogroup17815	GO:0030424;GO:0016020;GO:0015630;GO:0005634;GO:0042803;GO:0016740;GO:0008270;GO:0021785;GO:0048667;GO:0021952;GO:0008045;GO:0042177;GO:0016567;GO:0051493;GO:0032880;GO:0006355;GO:0006351
isogroup33218	GO:0005737;GO:0005886;GO:0005524;GO:0001664;GO:0004703;GO:0035091;GO:0004674;GO:0050254;GO:0007474;GO:0016060;GO:0007603;GO:0006468;GO:0007165
isogroup07264	GO:0005737;GO:0070062;GO:0061617;GO:0005743;GO:0005739;GO:0005634;GO:0019902;GO:0032947;GO:0001227;GO:0042407;GO:0007007;GO:0008053;GO:0000122;GO:0006351
isogroup01266	GO:0005737;GO:0030286;GO:0005874;GO:0031514;GO:0003774;GO:0007017
isogroup01190	GO:0005783;GO:0005789;GO:0016021;GO:0006613;GO:0036498;GO:0008284
isogroup31518	GO:0030054;GO:0000785;GO:0005829;GO:0005794;GO:0043231;GO:0005654;GO:0005634;GO:0005667;GO:0003682;GO:0003684;GO:0003677;GO:0003690;GO:0042802;GO:0046872;GO:0019901;GO:0000978;GO:0000981;GO:0043565;GO:0003700;GO:0008134;GO:0044212;GO:0001077;GO:0007050;GO:0006974;GO:0034644;GO:0033326;GO:0048546;GO:0006978;GO:0030900;GO:0021766;GO:0006954;GO:0042771;GO:0031571;GO:0060044;GO:0008285;GO:0043524;GO:0000122;GO:0048666;GO:2001235;GO:0071158;GO:0045793;GO:1902167;GO:0045944;GO:0045893;GO:0009791;GO:0051262;GO:0010468;GO:0007346;GO:0043523;GO:0010332;GO:0010165
isogroup29160	GO:0005887;GO:0005509;GO:0050839;GO:0004872;GO:0048846;GO:0016339;GO:0044331;GO:0007156;GO:0016318;GO:0045467;GO:0045463
isogroup09327	GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0005524;GO:0004004;GO:0030331;GO:0044822;GO:0003713;GO:0072358;GO:0033148;GO:0045944;GO:0045893;GO:0009791;GO:2001014;GO:0010501;GO:0006351
isogroup05625	GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
isogroup27261	GO:0030246;GO:0007155
isogroup11223	GO:0015629;GO:0015030;GO:0005737;GO:0035363;GO:0016607;GO:0005654;GO:0005634;GO:0005886;GO:0008023;GO:0035327;GO:0019902;GO:0001701;GO:0010923;GO:0032786;GO:0032968;GO:0045945;GO:0042795;GO:0042796;GO:0006368;GO:0006366
isogroup13383	GO:0005634;GO:0016569;GO:0043249;GO:0030851;GO:0030225;GO:0030099;GO:0006355;GO:0006351
isogroup05235	GO:0004022;GO:0006066
isogroup05487	GO:0016021;GO:0016328;GO:0007275;GO:0060071
isogroup32414	GO:0005829;GO:0005634;GO:0000166;GO:0044822;GO:0004842;GO:0008270;GO:0006977;GO:0000289;GO:0051865
isogroup00913	GO:0005885;GO:0042995;GO:0005737;GO:0070062;GO:0019899;GO:0005200;GO:0030041;GO:0034314
isogroup01718	GO:0005737;GO:0005654;GO:0005634;GO:0005524;GO:0046872;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0004871;GO:0030036;GO:0048041;GO:0035556;GO:0006468;GO:0007283
isogroup29260	
isogroup14962	GO:0003964
isogroup02462	GO:0016021;GO:0016020
isogroup32846	GO:0005615;GO:0005886;GO:0004867
isogroup34726	GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0005576;GO:0005509;GO:0050896
isogroup15198	GO:0031410;GO:0005829;GO:0070062;GO:0005794;GO:0043231;GO:0005764;GO:0031982;GO:0008239;GO:0004185;GO:0008236
isogroup35717	GO:0016021;GO:0005524;GO:0004674
isogroup06202	GO:0000781;GO:0000793;GO:0005737;GO:0001939;GO:0001940;GO:0005634;GO:0005886;GO:0051233;GO:0007049;GO:0000122;GO:2001034;GO:0019827;GO:0043247
isogroup07620	GO:0016021;GO:0016020
isogroup32713	GO:0071013;GO:0005654;GO:0005634;GO:0044822;GO:0008270;GO:0006397;GO:0008380
isogroup22669	GO:0070062;GO:0005615;GO:0005579;GO:0004866;GO:0006957;GO:0006958;GO:0019835;GO:0001701;GO:0006954;GO:0010760;GO:0045766;GO:0090197;GO:0010575
isogroup06146	GO:0005634
isogroup14593	GO:0030424;GO:0005737;GO:0005739;GO:0005524;GO:0004081;GO:0004820;GO:0046983;GO:0015966;GO:0006426
isogroup09184	GO:0005737;GO:0005794;GO:0005654;GO:0005634;GO:0005819;GO:0051233;GO:0000922;GO:0005524;GO:0003682;GO:0019900;GO:0051301;GO:0006270;GO:0007067;GO:0051984;GO:0032467;GO:0030071
isogroup13977	
isogroup28639	GO:0005813;GO:0005737;GO:0005634;GO:0046872;GO:0004518
isogroup22248	GO:0005737;GO:0005634;GO:0003677;GO:0003723;GO:0008270;GO:0007275
isogroup13793	GO:0016021
isogroup34477	GO:0005737;GO:0005871;GO:0005874;GO:0005524;GO:0016887;GO:0003777;GO:0007018
isogroup02955	GO:0004364
isogroup03386	GO:0003824
isogroup05734	GO:0005634;GO:0003677;GO:0046872;GO:0003700;GO:0006355
isogroup14946	GO:0030425;GO:0016021;GO:0005886;GO:0005509;GO:0000904;GO:0007156;GO:2000171;GO:0001764;GO:0010842
isogroup03162	GO:0005789;GO:0000139;GO:0016021;GO:0005886;GO:0005790;GO:0008422;GO:0004348;GO:0008206;GO:0021954;GO:0006680;GO:0016139;GO:0006687
isogroup08108	GO:0070062;GO:0005509;GO:0008544;GO:0007165
isogroup38450	GO:0016605;GO:0070603;GO:0031933;GO:0005524;GO:0003682;GO:0003677;GO:0004386;GO:0042393;GO:0046872;GO:0072711;GO:0006338;GO:0016569;GO:0030330;GO:0006281;GO:0006336;GO:1901581;GO:0006334;GO:0010571;GO:0032206;GO:0045944;GO:1900112;GO:0031297;GO:0006351
isogroup19704	GO:0042641;GO:0031252;GO:0005911;GO:0005737;GO:0070062;GO:0005524;GO:0042802;GO:0000287;GO:0004674;GO:0031532;GO:0031032;GO:0016477;GO:0035556;GO:0006468
isogroup32703	GO:0005783;GO:0016021;GO:0008289;GO:0007165;GO:0006665
isogroup10895	
isogroup20427	GO:0005737;GO:0005783;GO:0005789;GO:0016021;GO:0005811;GO:0004144;GO:0046339;GO:0006071;GO:0019915;GO:0019432
isogroup25317	GO:0031252;GO:0000777;GO:0005881;GO:0005794;GO:0005874;GO:0005815;GO:0032587;GO:0005819;GO:0005802;GO:0008017;GO:0051010;GO:0051301;GO:0010458;GO:0007030;GO:0034453;GO:0000226;GO:0007020;GO:0031023;GO:0007052;GO:0031110;GO:0032886
isogroup11516	GO:0005576;GO:0005794;GO:0005524;GO:0004715;GO:0004672;GO:0030282;GO:0030154;GO:0048566;GO:0035108;GO:0048286;GO:0035264;GO:0042997;GO:0060021;GO:0018108;GO:0030501;GO:0032332;GO:0015031;GO:0001501
isogroup00573	GO:0005737;GO:1990124;GO:0043005;GO:0005634;GO:0045202;GO:0046872;GO:0035925;GO:0003730;GO:0000166;GO:0043022;GO:0003723;GO:0008135;GO:0000900;GO:0071230;GO:0071456;GO:0032869;GO:0006397;GO:2000766
isogroup10291	GO:0005832;GO:0005815;GO:0005524;GO:0031681;GO:0006457
isogroup09079	GO:0016021;GO:0016020
isogroup02740	GO:0005680;GO:0005524;GO:0016740;GO:0031145;GO:0051301;GO:0010458;GO:0010994;GO:0070979;GO:0006511
isogroup34684	GO:0005814
isogroup19535	GO:0005737;GO:0005829;GO:0005542;GO:0016594;GO:0017174;GO:0006464;GO:0005977;GO:0046487;GO:0006555;GO:0006730;GO:0051289;GO:0006111;GO:0046500
isogroup18878	GO:0005615;GO:0030246;GO:0008061;GO:0004553;GO:0005975
isogroup01201	GO:0042645;GO:0005739;GO:0035770;GO:0000166;GO:0044822;GO:0009952;GO:0016331;GO:0006397;GO:0008033
isogroup09067	GO:0045177;GO:0005814;GO:0036064;GO:0005730;GO:0005654;GO:0000242;GO:0005886;GO:0000922;GO:0051301;GO:0007067;GO:0071539
isogroup29138	GO:0030125;GO:0005905;GO:0006897;GO:0015031
isogroup14551	GO:0000932;GO:0005829;GO:0070062;GO:0005654;GO:0005634;GO:0000502;GO:0005839;GO:0019773;GO:0004298;GO:0031145;GO:0002479;GO:0038095;GO:0000165;GO:0090090;GO:0051436;GO:0038061;GO:0090263;GO:0051437;GO:0043161;GO:0000209;GO:0006521;GO:0043488;GO:0009615;GO:0002223;GO:0050852;GO:0033209;GO:0060071
isogroup11978	GO:0046872;GO:0008168
isogroup13484	GO:0030424;GO:0005737;GO:0030529;GO:0005634;GO:0005524;GO:0043141;GO:0032575;GO:0003677;GO:0008094;GO:0043621;GO:0043022;GO:0003723;GO:0008186;GO:0000049;GO:0008270;GO:0006357;GO:0006351;GO:0006412
isogroup22007	GO:0005737;GO:0005829;GO:0004418;GO:0006783;GO:0018160;GO:0006782
isogroup12841	GO:0002244
isogroup15660	GO:0005634;GO:0003677;GO:0003714;GO:0030183;GO:0045892;GO:0006351
isogroup32043	GO:0005634;GO:0035861;GO:0044547;GO:0003690;GO:0004519;GO:0046975;GO:0042800;GO:0042803;GO:0003697;GO:0000014;GO:0043566;GO:0008270;GO:0008283;GO:0000737;GO:0000729;GO:0015074;GO:0006303;GO:0097676;GO:0010452;GO:0051568;GO:0044774;GO:0071157;GO:2001251;GO:0090305;GO:2000373;GO:2001034;GO:0031297
isogroup12914	GO:0003964;GO:0006313
isogroup13043	GO:0015629;GO:0005737;GO:0005925;GO:0005886;GO:0042383;GO:0016528;GO:0030018;GO:0003779;GO:0030506;GO:0008092;GO:0030029;GO:0048747
isogroup28559	GO:0005737;GO:0005829;GO:0005783;GO:0005654;GO:0005634;GO:0048471;GO:0043234;GO:0003677;GO:0042393;GO:0004864;GO:0019888;GO:0006260;GO:0035067;GO:0043524;GO:0045892;GO:0006913;GO:0006334;GO:0006337;GO:0043488;GO:0016032
